business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence,instagram_confidence,ig_verified,ig_verify_date,whatsapp,email,tiktok_url,youtube_url,twitter_url,other_social_urls,description_full
"Mecca - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.652677,-82.769524,1.804,pass,area_included:Playa Negra,array,,,,mecca_pv,https://www.instagram.com/mecca_pv,https://www.facebook.com/profile.php?id=100094468302620,9816532667813567561,2025-12-14,active,https://www.puertoviejosatellite.com/en/playa-negra/mecca/,,,,verified,true,2026-07-04,+16198904851,,,,,,"Boutique adult-only hotel with three cozy, ensuite rooms and a casita. Each are styled to highlight local textiles, architecture, and artwork. Located 5 minutes from the beach and a 15 minute walk to town. Created by an African-American woman who fell in love with the Southern Caribbean lifestyle of Costa Rica, Mecca is a place of peace, relaxation and rejuvenation. 4.7 / 5 rating on Google Maps  9.4 / 10 rating on Booking.com"
"Olivia del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.657452,-82.777926,2.709,pass,area_included:Playa Negra,array,+506 6273 7485,+50662737485,,oliviadelcaribe,https://www.instagram.com/oliviadelcaribe,,11649313152541943974,2025-10-01,active,https://www.puertoviejosatellite.com/en/playa-negra/olivia-del-caribe/,,,,verified,true,2026-07-04,,,,,,,Bed and breakfast accommodation. Double rooms and a suite with a kitchen. Pool. Or the whole 5 bedroom property can be rented for retreats and events. 4.4 / 5 rating on Google Maps  8.8 / 10 rating on Booking.com
"Perla Negra Beachfront - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.657619,-82.771968,2.061,pass,area_included:Playa Negra,array,+506 8301 5726,+50683015726,,perla_negra_beachfront,https://www.instagram.com/perla_negra_beachfront,https://www.facebook.com/perlanegra2222,4419914265315119799,2026-05-27,active,https://www.puertoviejosatellite.com/en/playa-negra/perla-negra-beachfront/,,,,verified,true,2026-07-04,,,,,,,"Beachfront hotel. All rooms with patio or balcony with view of sea or garden. Double, triple and quad/family rooms as well as studios, apartments with kitchenettes. Pool. 3.8 / 5 rating on Google Maps  7.9 / 10 rating on Booking.com"
"La Prometida - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.655563,-82.772563,2.112,pass,area_included:Playa Negra,array,,,,laprometidahotel,https://www.instagram.com/laprometidahotel,https://www.facebook.com/laprometidahotel,10617292672602655877,2026-02-13,active,https://www.puertoviejosatellite.com/en/playa-negra/la-prometida/,,,,verified,true,2026-07-04,,,,,,,"Boutique hotel with swimming pool. Modern bright rooms with private bath, A/C, balcony or patio. 5.0 / 5 rating on Google Maps  9.7 / 10 rating on Booking.com"
"Saranda Hotel Boutique - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.653515,-82.770322,1.878,pass,area_included:Playa Negra,array,+506 8347 9333,+50683479333,,sarandaboutiquehotel,https://www.instagram.com/sarandaboutiquehotel,,7564004912244932325,2025-12-31,active,https://www.puertoviejosatellite.com/en/playa-negra/saranda-hotel-boutique/,,,,verified,true,2026-07-04,,,,,,,"Boutique hotel with 21 unique circular rooms, some with private external bath and some with shared bath. Restaurant, bar, pool. 4.7 / 5 rating on Google Maps  9.0 / 10 rating on Booking.com"
"Sonora Jungle Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.658882,-82.787463,3.765,pass,area_included:Playa Negra,array,+506 4600 1111,+50646001111,,,,https://www.facebook.com/sonorajungleretreat,13462000015508270895,2026-03-25,active,https://www.puertoviejosatellite.com/en/playa-negra/sonora-jungle-retreat/,,,,removed,false,2026-07-04,+50688011858,,,,,,"Situated in the jungle about 1 km from the beach, this property offers 8 bungalows all with private bathroom and 2 loft-style houses with kitchens. All with ample terraces. Swimming pool and breakfast area. Da Alessandra restaurant for dinner. 4.7 / 5 rating on Google Maps  9.0 / 10 rating on Booking.com  4.8 / 5 rating on Tripadvisor"
"Sunshine Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.652442,-82.757874,0.6,pass,area_included:Playa Negra,array,+506 2750 0401,+50627500401,,,,https://www.facebook.com/sunshinecaribecr,,2025-08-01,active,https://www.puertoviejosatellite.com/en/playa-negra/sunshine-caribe/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Rooms with private bath, kitchenette, tv and some with A/C. Garden setting a short walk from Playa Negra and Puerto Viejo Centre. Secure parking. 4.6 / 5 rating on Google Maps  9.1 / 10 rating on Booking.com"
"Villas Allen - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9.651002,-82.763103,1.181,pass,area_included:Playa Negra,array,+506 2756 8327,+50627568327,,villasallen,https://www.instagram.com/villasallen/,https://www.facebook.com/villasallencr,,2025-07-02,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-allen/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"One and two bedroom houses accommodating up to 6 people. Fully equipped with kitchen, fridge, coffee maker, microwave, cable TV, fan. Pool, free wireless, green areas, parking, laundry service, bikes for rent, tour information. 4.4 / 5 rating on Google Maps  8.6 / 10 rating on Booking.com"
"Azania Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.650042,-82.738112,1.768,pass,area_included:Cocles,array,+506 2750-0540,+50627500540,,,,,1284571712904930160,2025-06-29,active,https://www.puertoviejosatellite.com/en/cocles/azania-bungalows/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Hotel located just 70 meters from Cocles beach offering spacious bungalows with private bath, private deck & cable TV.  Pool, restaurant and bar. 4.5 / 5 rating on Google Maps  4.2 / 5 rating on Tripadvisor"
"Bambutel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.640579,-82.736382,2.481,pass,area_included:Cocles,array,+506 7290 5459,+50672905459,,bambutel,https://www.instagram.com/bambutel/,,14224886783313130797,2025-08-07,active,https://www.puertoviejosatellite.com/en/cocles/bambutel/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Hotel with swimming pool with jacuzzi, chill zone with an outdoor kitchen and BBQ. All the bungalows are equipped with A/C, private bathroom with hot water and double beds. Room types include double room, quad room and apartment. Café Selva restaurant for breakfast. 4.4 / 5 rating on Google Maps  8.2 / 10 rating on Booking.com"
"Cabañas Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.649793,-82.738832,1.704,pass,area_included:Cocles,array,+506 8870 0110,+50688700110,,cabanascocles,https://www.instagram.com/cabanascocles,https://www.facebook.com/hospedajecoclesenpuertoviejo,2857032637458926519,2025-08-19,active,https://www.puertoviejosatellite.com/en/cocles/cabanas-cocles/,,,,verified,true,2026-07-04,,,,,,,"Cabins 150 meters from the beach in Cocles. Cabins with options for 2 to 40 people, they are equipped, safe and quiet, and have secure parking & wifi. Pets are allowed. They also offer camping."
"Cabinas Ole Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.64038,-82.727033,3.329,pass,area_included:Cocles,array,+506 2750 0455,+50627500455,,,,https://www.facebook.com/olecaribepuertoviejo,,2025-03-11,active,https://www.puertoviejosatellite.com/en/cocles/cabinas-ole-caribe/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Cabinas surrounded by lush jungle. All rooms with private bath. Some with patio, private bath, TV, fridge, coffee maker, A/C. Bicycle rentals. 4.3 / 5 rating on Google Maps  7.7 / 10 rating on Booking.com"
"Caribe Town Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.643527,-82.727909,3.081,pass,area_included:Cocles,array,+506 2750 2034,+50627502034,,,,https://www.facebook.com/caribetownhotel,16161533908681591225,2026-03-04,active,https://www.puertoviejosatellite.com/en/cocles/caribe-town-resort/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Jungle resort 150 meters from Playa Cocles, 3km south of Puerto Viejo. Five private bungalows - 2 with AC & one with TV, one 2 bedroom family suite with AC and 2 offsite full home rental options. Full hot breakfast included in onsite rentals. Pool with swim-up bar, waterfall and Jacuzzi jets, bike rentals, spa services available."
"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.651291,-82.73852,1.683,pass,area_included:Cocles,array,+506 2750 0518,+50627500518,,caribluehotel,https://www.instagram.com/caribluehotel,https://www.facebook.com/caribluehotel,,2026-02-24,active,https://www.puertoviejosatellite.com/en/cocles/cariblue-beach-and-jungle-resort/,,,,verified,true,2026-07-04,,,,,,,"Large resort with a variety of rooms and 2 pools. There is also a jacuzzi or the beach right in front. All rooms include breakfast or can be booked as a all-inclusive with lunch and dinner at their La Jungla restaurant and drinks at the bar. If you're not a guest here you can buy a day pass from 11am to 6pm for 15,000 colones which includes lunch and drinks. Also on the property are Sushi Wave and Surya Spa. 4.2 / 5 rating on Google Maps  8.7 / 10 rating on Booking.com  3.9 / 5 rating on Tripadvisor"
"Colina Secreta - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.630973,-82.732007,3.581,pass,area_included:Cocles,array,+506 83509066,+50683509066,,,,https://www.facebook.com/colinasecretaglamping,11726717133900260893,2026-02-20,active,https://www.puertoviejosatellite.com/en/cocles/colina-secreta/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Family-run glamping hotel settled over 6 acres jungle private reserve at 1.6 km from Cocles Beach. Accommodation options include glamping with equipped kitchen, rooms with private bath and two fully equipped holiday houses. 4.9 / 5 rating on Google Maps  9.8 / 10 rating on Booking.com  5.0 / 5 rating on Tripadvisor"
"La Costa de Papito - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.649254,-82.73712,1.901,pass,area_included:Cocles,array,+506 2750-0080,+50627500080,,,,https://www.facebook.com/costa.de.papito,15457918864809997738,2025-07-27,active,https://www.puertoviejosatellite.com/en/cocles/la-costa-de-papito/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,https://twitter.com/LaCostadePapito,https://twitter.com/LaCostadePapito,Five acre property with lush gardens offering a selection of unique artistically designed bungalows all with private bath. Indulgence Spa and restaurant on property. 4.5 / 5 rating on Google Maps  8.2 / 10 rating on Booking.com
"Los Delfines Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.637276,-82.734092,2.915,pass,area_included:Cocles,array,+506 2750 0431,+50627500431,,,,,811731149839330623,2025-12-18,active,https://www.puertoviejosatellite.com/en/cocles/los-delfines-lodge/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Two bedroom vacation rental homes with kitchens, tv, garden patios, washing machine. 4.8 / 5 rating on Google Maps  9.4 / 10 rating on Booking.com"
"Hotel Bugabutik - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.639053,-82.726895,3.418,pass,area_included:Cocles,array,+506 2750 2012,+50627502012,,hotelbugabutik,https://www.instagram.com/hotelbugabutik/,https://www.facebook.com/Bugabutik,10932123085080779411,2025-08-27,active,https://www.puertoviejosatellite.com/en/cocles/hotel-bugabutik/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"In a quiet environment surrounded by nature, in the middle of the tropical forest, just 3 blocks from the Caribbean sea, you find 14 rooms with private bathroom, hot water, TV, A/C, swimming pool, sauna, internet, bar, solarium, massage, laundry service. 4.3 / 5 rating on Google Maps  8.2 / 10 rating on Booking.com"
"La Isla Inn - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.651862,-82.739174,1.598,pass,area_included:Cocles,array,+506 2750 0109,+50627500109,,,,,12610196440035693725,2025-09-02,active,https://www.puertoviejosatellite.com/en/cocles/la-isla-inn/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Offers rooms, suites, family rooms and an apartment with kitchenette. There are 2 swimming pools (1 for adults and 1 for kids), free wireless Internet, laundry service, safe deposit box and private parking among other services.Previous names: Cabinas Tonka, Paradise Island Lodge. 3.9 / 5 rating on Google Maps  7.6 / 10 rating on Booking.com"
"Lanna Ban Hotel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.643059,-82.725179,3.374,pass,area_included:Cocles,array,+506 2750 3053,+50627503053,,lannabanhotel,https://www.instagram.com/lannabanhotel/,https://www.facebook.com/LannaBanHotelCR,1718865423614243627,2025-09-01,active,https://www.puertoviejosatellite.com/en/cocles/lanna-ban-hotel/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Thai style architecture bungalows set around a lush garden across from Cocles Beach. Patios with sea or garden view. 4.5 / 5 rating on Google Maps  9.0 / 10 rating on Booking.com  4.1 / 5 rating on Tripadvisor
"Le Caméléon - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.644014,-82.72851,2.998,pass,area_included:Cocles,array,+506 2750 0501,+50627500501,,,,https://www.facebook.com/lecameleonhotel,4837747133838124638,2025-09-02,active,https://www.puertoviejosatellite.com/en/cocles/le-cameleon/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"5 Star luxury boutique hotel with 24 guest rooms & suites, jungle massage deck, swimming pool & deck, jacuzzi.  Gigi Beach beach club is located across the street on the beach side. 4.3 / 5 rating on Google Maps  8.5 / 10 rating on Booking.com"
"La Magia Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.638895,-82.734446,2.764,pass,area_included:Cocles,array,+506 2750 3122,+50627503122,,,,https://www.facebook.com/profile.php?id=100054241400679,8216271918783135936,2025-12-16,active,https://www.puertoviejosatellite.com/en/cocles/la-magia-bungalows/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Finely furnished bungalows with free WiFi, private parking and access to a tropical garden with impressive trees. All bungalows feature a flat-screen satellite TV and a fully equipped kitchen with a fridge. The private bathroom is fitted with a shower and a hairdryer. Some units include a terrace and/or balcony. The property has a spa and jacuzzi. 4.5 / 5 rating on Google Maps  9.2 / 10 rating on Booking.com"
"La Paz del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.640358,-82.726746,3.357,pass,area_included:Cocles,array,+506 8831 1684,+50688311684,,lapazdelcaribe,https://www.instagram.com/lapazdelcaribe/,https://www.facebook.com/profile.php?id=100063584978663,15133962780271824116,2026-02-20,active,https://www.puertoviejosatellite.com/en/cocles/la-paz-del-caribe/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Hotel offering bungalows and rooms and a pool. All units with private bath, fridge, microwave and coffee maker. Breakfast included. 5.0 / 5 rating on Google Maps  9.8 / 10 rating on Booking.com"
"Physis Caribbean Bed & Breakfast - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.643148,-82.732712,2.636,pass,area_included:Cocles,array,+506 8866 4405,+50688664405,,,,https://www.facebook.com/Physis-Caribbean-Bed-Breakfast-176383099094213/,6927648870562475588,2025-12-08,active,https://www.puertoviejosatellite.com/en/cocles/physis-caribbean-bed-and-breakfast/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50688664405,,,,,,"Offering 4 private rooms including a completely separate & private Honeymoon Suite with TV. All rooms have air conditioning, refrigerators, safes, dehumidifiers, ceiling fans, free wi-fi, all new linens & decor, an attached private bathroom with hot water & a shower. Outdoor common area complete with a manicured garden and fountain. In the relaxation/lounge area, there is TV along with multiple hammocks, benches & swing chair. 4.8 / 5 rating on Google Maps  9.3 / 10 rating on Booking.com  4.9 / 5 rating on Tripadvisor"
"Pipa Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,9.64651,-82.732802,2.455,pass,area_included:Cocles,array,+506 8940 9767,+50689409767,,pipalodgecr,https://www.instagram.com/pipalodgecr,https://www.facebook.com/pipalodgeCocles,2503861879451247980,2025-08-20,active,https://www.puertoviejosatellite.com/en/cocles/pipa-lodge/,,,,verified,true,2026-07-04,,,,,,,"Three bungalows set around a swimming pool. There is a shared rancho with a fully equipped kitchen and dining area. Each bungalow has A/C, a queen bed plus one or two single beds to accommodate 3 or 4 persons or the entire property can be rented for a group of up to 11. Quiet location just 100 meters from Playa Cocles."
