business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence
Calipso,restaurant,Puerto Viejo,9.657299,-82.754043,0.226,pass,area_included:Puerto Viejo,array,,,,calipso.caribe,https://www.instagram.com/calipso.caribe,,8483815143288546232,2026-03-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/calipso/,,,
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.653789,-82.741199,1.339,pass,area_included:Cocles,array,+506 2750-0504,+50627500504,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d2218176-Reviews-Caribeans_Coffee_Chocolate-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,caribeanscr,https://www.instagram.com/caribeanscr,https://www.facebook.com/caribeans.costa.rica,8711730419987475064,2025-07-17,active,https://www.puertoviejosatellite.com/en/cocles/caribeans-coffee-and-chocolate/,,,
Como En Mi Casa Art Cafe,restaurant,Puerto Viejo,9.657404,-82.754956,0.287,pass,area_included:Puerto Viejo,array,+506 6069 6319,+50660696319,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d5000183-Reviews-Como_en_mi_Casa_Art_Cafe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,comoenmicasaartcafe,https://www.instagram.com/comoenmicasaartcafe,https://www.facebook.com/vegeterianglutenfreefood,7237910231811189422,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/como-en-mi-casa-art-cafe/,,,
Gelateria Deelite,restaurant,Puerto Viejo,9.656585,-82.755777,0.302,pass,area_included:Puerto Viejo,array,+506 8429 1667,+50684291667,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d3339874-Reviews-Gelateria_Deelite_Italian_Gelato-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,gelateriadeelite,https://www.instagram.com/gelateriadeelite,,11995643747907112875,2026-02-23,active,https://www.puertoviejosatellite.com/en/puerto-viejo/gelateria-deelite/,,,
Iriria Specialty Coffee Shop,restaurant,Puerto Viejo,9.658533,-82.75219,0.369,pass,area_included:Puerto Viejo,array,+506 8707 0543,+50687070543,,iriria_cafeteria,https://www.instagram.com/iriria_cafeteria,,17441244772065149373,2026-03-21,active,https://www.puertoviejosatellite.com/en/puerto-viejo/iriria-specialty-coffee-shop/,,,
Juice for Life Wolaba,restaurant,Puerto Viejo,9.656813,-82.753179,0.158,pass,area_included:Puerto Viejo,array,+506 7043 9694,+50670439694,,juiceforlifewolaba,https://www.instagram.com/juiceforlifewolaba,,543073464450059371,2026-02-13,active,https://www.puertoviejosatellite.com/en/puerto-viejo/juice-for-life-wolaba/,,,
Lulu's Place,restaurant,Puerto Viejo,9.656114,-82.753697,0.091,pass,area_included:Puerto Viejo,array,+506 8627 1937,+50686271937,,,,https://www.facebook.com/luluberlugaleria,3766450624092844612,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/lulus-place/,,,
Ocho Nani,restaurant,Puerto Viejo,9.657652,-82.755189,0.325,pass,area_included:Puerto Viejo,array,+506 8928 8272,+50689288272,,,,https://www.facebook.com/pages/Helader%C3%ADa-Ochonani-Puerto-Viejo/1054806594571801,16388259169975674586,2026-02-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/ocho-nani/,,,
Pan Pay,restaurant,Puerto Viejo,9.658052,-82.754928,0.345,pass,area_included:Puerto Viejo,array,+506 2750 0081,+50627500081,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7278300-Reviews-Pan_Pay-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,1569445318757953644,2026-01-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/pan-pay/,,,
Pidiendo Cacao,restaurant,Puerto Viejo,9.658906,-82.749544,0.567,pass,area_included:Puerto Viejo,array,,,,pidiendocacaocr,https://www.instagram.com/pidiendocacaocr,,4039924463453362188,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/pidiendo-cacao/,,,
Sweet Moments,restaurant,Puerto Viejo,9.657097,-82.753979,0.203,pass,area_included:Puerto Viejo,array,+506 8994 7497,+50689947497,,,,,561223372813398582,2025-08-13,active,https://www.puertoviejosatellite.com/en/puerto-viejo/sweet-moments/,,,
Aloe Boutique,shopping,Puerto Viejo,9.656082,-82.755033,0.205,pass,area_included:Puerto Viejo,array,,,,,,https://www.facebook.com/Aloe-Tienda-108353358021927/,6004428022633356945,2026-03-05,active,https://www.puertoviejosatellite.com/en/puerto-viejo/aloe-boutique/,,,
Bambu Store,shopping,Puerto Viejo,9.657189,-82.754144,0.219,pass,area_included:Puerto Viejo,array,+506 2750 0211,+50627500211,,bambupuertoviejo,https://www.instagram.com/bambupuertoviejo,https://www.facebook.com/bambupuertoviejo,3007132759593543579,2026-01-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bambu-store/,,,
Cantik at Home,shopping,Puerto Viejo,9.657071,-82.754024,0.202,pass,area_included:Puerto Viejo,array,,,,,,,14335650359629993448,2025-12-10,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cantik-at-home/,,,
"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",shopping,Playa Chiquita,9.637942,-82.711469,4.98,pass,area_included:Playa Chiquita,array,+506 8442 1298,+50684421298,,casamandala.costarica,https://www.instagram.com/casamandala.costarica,https://www.facebook.com/casamandala.costarica,8021121814343586580,2025-12-26,active,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-mandala/,,,
DiTown Shop,shopping,Puerto Viejo,9.657069,-82.755416,0.297,pass,area_included:Puerto Viejo,array,+506 8314 6508,+50683146508,,ditownshop,https://www.instagram.com/ditownshop,,10112276568951936836,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/ditown-shop/,,,
Luna May,shopping,Puerto Viejo,9.655884,-82.755122,0.207,pass,area_included:Puerto Viejo,array,,,,lunamay.cr,https://www.instagram.com/lunamay.cr,https://www.facebook.com/Luna-May-485891968109411/,12439179219911805867,2026-03-29,active,https://www.puertoviejosatellite.com/en/puerto-viejo/luna-may/,,,
Marea Santa,shopping,Puerto Viejo,9.656735,-82.754281,0.183,pass,area_included:Puerto Viejo,array,+506 7010 0062,+50670100062,,mareasanta_cr,https://www.instagram.com/mareasanta_cr,https://www.facebook.com/p/Marea-Santa-100064035669917/,4573919399282068853,2026-03-30,active,https://www.puertoviejosatellite.com/en/puerto-viejo/marea-santa/,,,
Naturama Store,shopping,Puerto Viejo,9.657574,-82.75287,0.246,pass,area_included:Puerto Viejo,array,+506 8918 0137,+50689180137,,naturamastore,https://www.instagram.com/naturamastore,https://www.facebook.com/naturamastore,1867018045151554137,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/naturama-store/,,,
Passion Fruit Store,shopping,Puerto Viejo,9.657111,-82.753955,0.203,pass,area_included:Puerto Viejo,array,+506 6179 4448,+50661794448,,passionfruit_puertoviejo,https://www.instagram.com/passionfruit_puertoviejo,https://www.facebook.com/passionfruitcr,3589518174440329979,2026-02-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/passion-fruit-store/,,,
Reggaeland,shopping,Puerto Viejo,9.657476,-82.753243,0.231,pass,area_included:Puerto Viejo,array,+506 2750 2096,+50627502096,,reggaelandpuertoviejo,https://www.instagram.com/reggaelandpuertoviejo,https://www.facebook.com/reggaeland.pv,4399460039894613264,2026-03-01,active,https://www.puertoviejosatellite.com/en/puerto-viejo/reggaeland/,,,
Samoa Boutique,shopping,Puerto Viejo,9.657507,-82.753033,0.236,pass,area_included:Puerto Viejo,array,+506 2756 8444,+50627568444,,samoa_boutique,https://www.instagram.com/samoa_boutique,https://www.facebook.com/Samoaboutique,6498487977379373493,2026-03-19,active,https://www.puertoviejosatellite.com/en/puerto-viejo/samoa-boutique/,,,
Tienda Caribe,shopping,Puerto Viejo,9.656476,-82.754071,0.146,pass,area_included:Puerto Viejo,array,+506 8443 5067,+50684435067,,caribe_tienda,https://www.instagram.com/caribe_tienda,,11658160512809789635,2026-03-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/tienda-caribe/,,,
"Almacen San Francisco - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,9.653421,-82.768426,1.673,pass,area_included:Playa Negra,array,+506 2756 8478,+50627568478,,,,,9340938745226350575,2025-06-11,active,https://www.puertoviejosatellite.com/en/playa-negra/almacen-san-francisco/,,,
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,9.653885,-82.796903,4.783,pass,area_included:Hone Creek,array,+506 2713-1300,+50627131300,,,,https://www.facebook.com/colonoconstruccion,,2025-08-15,active,https://www.puertoviejosatellite.com/en/hone-creek/colono-hone-creek/,,,
"FerreCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,9.64459,-82.730165,2.807,pass,area_included:Cocles,array,+506 2750-2102,+50627502102,,,,,1686533995954964702,2025-04-05,active,https://www.puertoviejosatellite.com/en/cocles/ferrecocles/,,,
"Cervecera Tierra y Libertad - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,9.647826,-82.799411,5.124,pass,area_included:Hone Creek,array,+506 8316 7699,+50683167699,,cerveceratyl,https://www.instagram.com/cerveceratyl,https://www.facebook.com/cerveceratierraylibertad,18282199755586445336,2025-08-28,active,https://www.puertoviejosatellite.com/en/hone-creek/cervecera-tierra-y-libertad/,,,
Red Monkey Liquor Store,shopping,Puerto Viejo,9.656695,-82.754189,0.174,pass,area_included:Puerto Viejo,array,+506 8525 1102,+50685251102,,,,,1270489682697087471,2026-03-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/red-monkey-liquor-store/,,,
Electro Office,shopping,Puerto Viejo,9.656982,-82.753775,0.183,pass,area_included:Puerto Viejo,array,+506 2750 0330,+50627500330,,,,https://www.facebook.com/Electro-Office-650054101741154/,13937010489015814564,2025-01-19,active,https://www.puertoviejosatellite.com/en/puerto-viejo/electro-office/,,,
"Flor de China - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,9.654813,-82.756149,0.319,pass,area_included:Playa Negra,array,,,,,,https://www.facebook.com/flordechina,5802142291987797865,2025-07-18,active,https://www.puertoviejosatellite.com/en/playa-negra/flor-de-china/,,,
Librería Caribe,shopping,Puerto Viejo,9.655752,-82.754918,0.182,pass,area_included:Puerto Viejo,array,+506 2750 0497,+50627500497,,,,https://www.facebook.com/libreriacaribe.caribe,9017085322259588567,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/libreria-caribe/,,,
Farmacia Caribe,shopping,Puerto Viejo,9.65625,-82.755002,0.209,pass,area_included:Puerto Viejo,array,+506 2750 0698,+50627500698,,,,,11695310561034687807,2026-01-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/farmacia-caribe/,,,
"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,9.64426,-82.73302,2.545,pass,area_included:Cocles,array,+506 8770 9072,+50687709072,,farmaciasdonmanuel,https://www.instagram.com/farmaciasdonmanuel,https://www.facebook.com/farmaciasdonmanuel,6985913817068423993,2025-08-12,active,https://www.puertoviejosatellite.com/en/cocles/farmacia-don-manuel/,,,
Puerto Viejo Pharmacy,shopping,Puerto Viejo,9.657022,-82.753869,0.191,pass,area_included:Puerto Viejo,array,+506 2750 2109,+50627502109,,,,,3604431449933497569,2026-02-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-pharmacy/,,,
La Pitaya,shopping,Puerto Viejo,9.657295,-82.753781,0.217,pass,area_included:Puerto Viejo,array,,,,lapitayapuertoviejo,https://www.instagram.com/lapitayapuertoviejo,,1577213594063101362,2026-02-18,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-pitaya/,,,
Tienda del Mar,shopping,Puerto Viejo,9.657326,-82.753787,0.221,pass,area_included:Puerto Viejo,array,+506 2750 0762,+50627500762,,tiendadelmarcr,https://www.instagram.com/tiendadelmarcr,,6465038343017776200,2026-02-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/tienda-del-mar/,,,
Wanderlust,shopping,Puerto Viejo,9.656391,-82.755545,0.27,pass,area_included:Puerto Viejo,array,,,,wanderlustpuertoviejo,https://www.instagram.com/wanderlustpuertoviejo,https://www.facebook.com/Wanderlust-Puerto-Viejo-1468490133200683/,7346571536131451543,2026-04-01,active,https://www.puertoviejosatellite.com/en/puerto-viejo/wanderlust/,,,
Puerto Viejo Farmers and Artisans Market,shopping,Puerto Viejo,9.657187,-82.754774,0.256,pass,area_included:Puerto Viejo,array,+506 2750 0883,+50627500883,,pvfarmersmarket,https://www.instagram.com/pvfarmersmarket,https://www.facebook.com/FeriaPuertoViejo,3462379184645189350,2026-01-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-farmers-and-artisans-market/,,,
Bio Mercado Puerto Viejo,shopping,Puerto Viejo,9.658806,-82.750497,0.488,pass,area_included:Puerto Viejo,array,+506 2750 3224,+50627503224,,biomercado.pv,https://www.instagram.com/biomercado.pv,https://www.facebook.com/biomercadopv,2440760117286550342,2025-12-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bio-mercado-puerto-viejo/,,,
Centro de Carnes Canada,shopping,Puerto Viejo,9.657467,-82.755042,0.299,pass,area_included:Puerto Viejo,array,,,,,,,17335728675883934034,2025-10-30,active,https://www.puertoviejosatellite.com/en/puerto-viejo/centro-de-carnes-canada/,,,
El Diamante,shopping,Puerto Viejo,9.657951,-82.7522,0.308,pass,area_included:Puerto Viejo,array,+506 2750-0116,+50627500116,,,,,18223909293549188491,2026-02-21,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-diamante/,,,
"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",shopping,Playa Chiquita,9.638614,-82.712671,4.829,pass,area_included:Playa Chiquita,array,,,,,,,,2025-08-30,active,https://www.puertoviejosatellite.com/en/playa-chiquita/el-duende-gourmet/,,,
Mariscos Mopri,shopping,Puerto Viejo,9.655029,-82.755604,0.256,pass,area_included:Puerto Viejo,array,+506 2102 0664,+50621020664,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2702923-Reviews-Mopri-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/Pescaderia-y-Marisquer%C3%ADa-Mopr%C3%AD-265861103432042/,15490944357828439393,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/mariscos-mopri/,,,
Mega Super,shopping,Puerto Viejo,9.655225,-82.754146,0.095,pass,area_included:Puerto Viejo,array,,,,,,,9205429348892041088,2026-03-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/mega-super/,,,
Mercadito Puerto Viejo,shopping,Puerto Viejo,9.65509,-82.75568,0.263,pass,area_included:Puerto Viejo,array,+506 7092-0208,+50670920208,,mercadito1_pv,https://www.instagram.com/mercadito1_pv,,11042023153703264759,2026-02-13,active,https://www.puertoviejosatellite.com/en/puerto-viejo/mercadito-puerto-viejo/,,,
Namú Ecotienda Orgánica,shopping,Puerto Viejo,9.655882,-82.755107,0.205,pass,area_included:Puerto Viejo,array,+506 8886 2133,+50688862133,,namu_ecotienda_organica,https://www.instagram.com/namu_ecotienda_organica,https://www.facebook.com/namupuertoviejo,6016659839329473468,2026-02-18,active,https://www.puertoviejosatellite.com/en/puerto-viejo/namu-ecotienda-organica/,,,
Old Harbour Supermarket,shopping,Puerto Viejo,9.655577,-82.755376,0.228,pass,area_included:Puerto Viejo,array,+506 2750 1908,+50627501908,,,,,15754056459834286605,2026-03-25,active,https://www.puertoviejosatellite.com/en/puerto-viejo/old-harbour-supermarket/,,,
"Pali Supermarket - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,9.65598,-82.798142,4.916,pass,area_included:Hone Creek,array,,,,,,,,2025-08-24,active,https://www.puertoviejosatellite.com/en/hone-creek/pali-supermarket/,,,
"Super Banana Gourmet Market - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,9.657761,-82.773559,2.236,pass,area_included:Playa Negra,array,,,,,,https://www.facebook.com/Super-Banana-106472324764427,17944942059124723912,2025-04-26,active,https://www.puertoviejosatellite.com/en/playa-negra/super-banana-gourmet-market/,,,
"Super Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,9.644893,-82.734291,2.389,pass,area_included:Cocles,array,,,,,,,6712847186866435431,2025-07-29,active,https://www.puertoviejosatellite.com/en/cocles/super-cocles/,,,
"Super Negro Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,9.644134,-82.732558,2.596,pass,area_included:Cocles,array,,,,supernegrosupermercado,https://www.instagram.com/supernegrosupermercado,https://www.facebook.com/supernegrococles,11103674503107555780,2025-09-03,active,https://www.puertoviejosatellite.com/en/cocles/super-negro-cocles/,,,
"Super Negro Hone Creek - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,9.655508,-82.797899,4.889,pass,area_included:Hone Creek,array,+506 2750 0154,+50627500154,,supernegrosupermercado,https://www.instagram.com/supernegrosupermercado,https://www.facebook.com/supernegro1,,2025-09-03,active,https://www.puertoviejosatellite.com/en/hone-creek/super-negro-hone-creek/,,,
"Super Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",shopping,Punta Uva,9.636445,-82.692005,7.042,pass,area_included:Punta Uva,array,,,,,,https://www.facebook.com/PulperiaPuntaUva,2289992265205374495,2025-08-19,active,https://www.puertoviejosatellite.com/en/punta-uva/super-punta-uva/,,,
"Super SK - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,9.654453,-82.766218,1.42,pass,area_included:Playa Negra,array,+506 2750 0392,+50627500392,,,,,4633778847403409813,2025-07-22,active,https://www.puertoviejosatellite.com/en/playa-negra/super-sk/,,,
Value Mart Puerto Viejo,shopping,Puerto Viejo,9.656811,-82.754542,0.208,pass,area_included:Puerto Viejo,array,+506 2750 2160,+50627502160,,valuemartcr,https://www.instagram.com/valuemartcr,,722254835360302817,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/value-mart-puerto-viejo/,,,
Automotriz Danny,services,Puerto Viejo,9.656969,-82.751273,0.283,pass,area_included:Puerto Viejo,array,+506 2750-0185,+50627500185,,,,https://www.facebook.com/Taller-Danny-Puerto-Viejo-1603755879903788/,,2026-02-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/automotriz-danny/,,,
"Ecolavacar del Caribe - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.64747,-82.789367,4.051,pass,area_included:Hone Creek,array,+506 6348 7049,+50663487049,,ecolavacar_caribe,https://www.instagram.com/ecolavacar_caribe,,14899315700978366356,2025-09-29,active,https://www.puertoviejosatellite.com/en/hone-creek/ecolavacar-del-caribe/,,,
"Servicentro Hone Creek - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.658361,-82.79836,4.95,pass,area_included:Hone Creek,array,,,,,,,,2025-10-01,active,https://www.puertoviejosatellite.com/en/hone-creek/servicentro-hone-creek/,,,
Alcoholics Anonymous,services,Puerto Viejo,9.657325,-82.754779,0.269,pass,area_included:Puerto Viejo,array,,,https://www.costaricaaa.com/puerto-viejo,,,,,2025-06-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/alcoholics-anonymous/,,,
Casa de la Cultura,services,Puerto Viejo,9.657034,-82.754474,0.223,pass,area_included:Puerto Viejo,array,+506 2750 0883,+50627500883,,casadelaculturapv,https://www.instagram.com/casadelaculturapv,https://www.facebook.com/profile.php?id=61552275898554,8404229099084152409,2026-03-18,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-de-la-cultura/,,,
"La Casa del Coral - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.653577,-82.741097,1.353,pass,area_included:Cocles,array,,,https://www.coral-conservation.org/,coralconservation_cr,https://www.instagram.com/coralconservation_cr,https://www.facebook.com/coralconservationCR,6459045736382662095,2025-08-19,active,https://www.puertoviejosatellite.com/en/cocles/la-casa-del-coral/,,,
"Chamber of Tourism and Commerce Caribe Sur - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9.648745,-82.778991,2.912,pass,area_included:Playa Negra,array,+506 2750 3117,+50627503117,,catccas,https://www.instagram.com/catccas,https://www.facebook.com/CATCCAS,,2025-07-04,active,https://www.puertoviejosatellite.com/en/playa-negra/chamber-of-tourism-and-commerce-caribe-sur/,,,
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9.651856,-82.769634,1.833,pass,area_included:Playa Negra,array,+506 8771 9702,+50687719702,http://elpuentethebridge.org/,elpuentethebridge,https://www.instagram.com/elpuentethebridge,https://www.facebook.com/elpuentethebridgepuertoviejo,17585168533554979538,2025-07-12,active,https://www.puertoviejosatellite.com/en/playa-negra/el-puente-the-bridge/,,,
Catholic Church,services,Puerto Viejo,9.657354,-82.755123,0.295,pass,area_included:Puerto Viejo,array,,,,,,,4409251360524216865,2026-02-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/catholic-church/,,,
"Puerto Viejo Police Station - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9.648512,-82.779334,2.955,pass,area_included:Playa Negra,array,+506 2750 0230,+50627500230,,,,,,2025-02-01,active,https://www.puertoviejosatellite.com/en/playa-negra/puerto-viejo-police-station/,,,
Puerto Viejo Police Town Station,services,Puerto Viejo,9.658155,-82.754739,0.345,pass,area_included:Puerto Viejo,array,,,,,,,2262025233079404899,2025-02-15,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-police-town-station/,,,
BAC Credomatic ATM,services,Puerto Viejo,9.655913,-82.754856,0.18,pass,area_included:Puerto Viejo,array,,,,,,,17219624679350508173,2026-01-10,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bac-credomatic-atm/,,,
Banco de Costa Rica Puerto Viejo,services,Puerto Viejo,9.655447,-82.755507,0.242,pass,area_included:Puerto Viejo,array,+506 2750-0707,+50627500707,,,,,6083793639075237056,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/banco-de-costa-rica-puerto-viejo/,,,
Banco Nacional,services,Puerto Viejo,9.655162,-82.755505,0.243,pass,area_included:Puerto Viejo,array,+506 2212 2000,+50622122000,,,,,1353920052832893881,2026-02-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/banco-nacional/,,,
Caribe Dental,services,Puerto Viejo,9.656744,-82.754166,0.177,pass,area_included:Puerto Viejo,array,+506 8819-9975,+50688199975,,,,https://www.facebook.com/profile.php?id=100004806229001,6745087497030231094,2026-02-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-dental/,,,
Centro Médico Aruma,services,Puerto Viejo,9.653393,-82.761336,0.909,pass,area_included:Puerto Viejo,array,+506 8655 5082,+50686555082,,centromedicoaruma,https://www.instagram.com/centromedicoaruma,https://www.facebook.com/centromedicoaruma,331886285113007367,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/centro-medico-aruma/,,,
Clínica de Especialidades Médicas San Gabriel,services,Puerto Viejo,9.655084,-82.753838,0.069,pass,area_included:Puerto Viejo,array,+506 2750 0848,+50627500848,,,,https://www.facebook.com/ClinicaDeEspecialidadesMedicasSanGabriel,13864196564288057579,2026-02-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-de-especialidades-medicas-san-gabriel/,,,
Clínica Dental Yani,services,Puerto Viejo,9.656159,-82.746072,0.797,pass,area_included:Puerto Viejo,array,+506 8868 1439,+50688681439,,,,https://www.facebook.com/DentalYani,15014437406187691360,2025-09-10,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-dental-yani/,,,
"Hone Creek Clinic - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.652862,-82.798144,4.924,pass,area_included:Hone Creek,array,+506 2756-8022,+50627568022,,,,,8437643615710257437,2025-06-14,active,https://www.puertoviejosatellite.com/en/hone-creek/hone-creek-clinic/,,,
Laboratorio Bioclinic,services,Puerto Viejo,9.657069,-82.753918,0.198,pass,area_included:Puerto Viejo,array,+506 2750 0450,+50627500450,,,,https://www.facebook.com/Laboratorio-Bioclinic-Puerto-Viejo-380254682030300/,2511122372422782678,2026-03-25,active,https://www.puertoviejosatellite.com/en/puerto-viejo/laboratorio-bioclinic/,,,
"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9.654046,-82.761461,0.907,pass,area_included:Playa Negra,array,+506 8655 5082,+50686555082,,,,https://www.facebook.com/laboratorioleysa,9649342109201810481,2025-08-01,active,https://www.puertoviejosatellite.com/en/playa-negra/laboratorio-clinico-leysa/,,,
Lavandería La Estrella,services,Puerto Viejo,9.657528,-82.746558,0.776,pass,area_included:Puerto Viejo,array,+506 8719 5961,+50687195961,,,,,,2026-02-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/lavanderia-la-estrella/,,,
Washboard,services,Puerto Viejo,9.658607,-82.748591,0.627,pass,area_included:Puerto Viejo,array,+506 6080 5555,+50660805555,,washboard.cr,https://www.instagram.com/washboard.cr,,8840035579056537434,2026-02-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/washboard/,,,
"We Do Laundry - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.657919,-82.797388,4.841,pass,area_included:Hone Creek,array,+506 8363 5804,+50683635804,,,,https://www.facebook.com/wedolaundrycr,,2025-09-28,active,https://www.puertoviejosatellite.com/en/hone-creek/we-do-laundry/,,,
Aloha Skincare and Wellness,services,Puerto Viejo,9.656664,-82.754087,0.165,pass,area_included:Puerto Viejo,array,+506 8310 1665,+50683101665,,aloha.spaestetica,https://www.instagram.com/aloha.spaestetica,https://www.facebook.com/Aloha-Caribe-Wellness-187001214674982/,565813449899308633,2026-01-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/aloha-skincare-and-wellness/,,,
Ambar Tattoo Space,services,Puerto Viejo,9.658929,-82.749726,0.555,pass,area_included:Puerto Viejo,array,+506 7163 1076,+50671631076,,ambar.tattoospace,https://www.instagram.com/ambar.tattoospace,,3494255912740671382,2026-03-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/ambar-tattoo-space/,,,
Caribe Love Tattoo,services,Puerto Viejo,9.655737,-82.754061,0.091,pass,area_included:Puerto Viejo,array,+506 6006 2347,+50660062347,,caribelovetattoo,https://www.instagram.com/caribelovetattoo,https://www.facebook.com/CaribeLoveTattoo,16552705196228924381,2026-03-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-love-tattoo/,,,
Cosmos Puerto Viejo Tattoo,services,Puerto Viejo,9.657099,-82.753872,0.199,pass,area_included:Puerto Viejo,array,+506 8483 3243,+50684833243,,cosmos.puertoviejotattoo,https://www.instagram.com/cosmos.puertoviejotattoo,https://www.facebook.com/puertoviejotattoo,12833664519499680091,2026-03-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cosmos-puerto-viejo-tattoo/,,,
Earth to Skin,services,Puerto Viejo,9.64952,-82.737008,1.902,pass,area_included:Puerto Viejo,array,,,,,,https://www.facebook.com/profile.php?id=61577075530159,,2026-03-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/earth-to-skin/,,,
